,Unnamed: 0,Text,Pronoun,Pronoun-offset,Answer,Answer-offset,Possible answers
2086,2086,"The third feature film adaptation of the 1920 novel Stella by Olive, Midler portrayed a vulgar single mother living in Watertown, New York, who, determined to give her daughter all the opportunities she never had, ultimately makes a selfless sacrifice to ensure her happiness .",she,198,Midler,198,"['Stella', 'Olive', 'Midler']"
2087,2087,"In the film, Allen's character reveals to his author wife Deborah, played by Midler, after years of a happy marriage, that he has had an affair, resulting in her request for divorce .",he,122,Deborah,122,"['Allen', 'Deborah', 'Midler']"
2088,2088,"Midler fared somewhat better with her other 1991 project For the Boys, on which she reteamed with The Rose director Mark .",she,79,Midler,79,"['Midler', 'Mark']"
2089,2089,"Midler won an Emmy Award in 1992 for her performance on the penultimate episode of The Tonight Show Starring Johnny in May 1992, during which she sang an emotion-laden ""One for My Baby "" to Johnny .",she,141,Johnny,141,"['Midler', 'Johnny', 'Johnny']"
2090,2090,"Firth is the eldest of three children; he has a sister, Kate, an actress and voice coach, and a brother, Jonathan, an actor .",he,38,Firth,38,"['Firth', 'Kate', 'Jonathan']"
2091,2091,"Deborah in The Hollywood Reporter thought Firth got ""all the best dialogue"", which he delivered ""sardonically"" .",he,82,Firth,82,"['Deborah', 'Firth']"
2092,2092,"In What Women Want, Hunt starred with Mel as the co-worker and love interest of a Chicago executive, and in Cast Away, she portrayed the long-term girlfriend of a FedEx employee marooned on an uninhabited island, alongside Tom .",she,118,Hunt,118,"['Hunt', 'Mel', 'Tom']"
2093,2093,"In 2003, Hunt returned to Broadway in Yasmina's Life x 3, and in 2004, she starred in the drama A Good Woman, as a femme fatale in 1930s NYC .",she,70,Hunt,70,['Hunt']
2094,2094,"In the 1990s, Broderick was the voice of adult Simba in Disney's successful animated film The Lion King, and he also voiced Tack the Cobbler in Miramax's controversial version of The Thief and the Cobbler, which had originally been intended as a silent role .",he,108,Broderick,108,"['Broderick', 'Simba']"
2095,2095,"In the same program, Broderick discovered that his paternal grandfather, James, whom he had never known, was a highly decorated combat medic in World War I, having earned his distinctions during the Meuse-Argonne Offensive .",he,84,James,84,"['Broderick', 'James']"
2096,2096,In 1953 Spencer head hunted Kitty and she became chief play reader at Curtis .,she,37,Kitty,37,"['Spencer', 'Kitty', 'Curtis']"
2097,2097,"Kiberd attended Belgrove Primary School in Clontarf, where he was taught by the novelist John, before moving to St Paul's College in Raheny .",he,58,Kiberd,58,"['Kiberd', 'John']"
2098,2098,"However, Eva does not presently fancy Arbles' guardianship and often travels to the Danceys' house where she can enjoy the company of Catrina, Henry, Andrew and Louise .",she,104,Eva,104,"['Eva', 'Catrina', 'Henry', 'Andrew', 'Louise']"
2099,2099,"By Eva's departure time, Iseult already suspects a sexual relationship between her husband Eric and Eva and she cannot help thinking that the father of Eva's child is Eric .",she,107,Iseult,107,"['Eva', 'Iseult', 'Eric', 'Eva', 'Eva', 'Eric']"
2100,2100,"After her return from the USA with her child Jeremy, a boy both ""deaf and dumb,"" Eva falls in love with one of the children she used to hang out with at the Dancey's, Henry, who is now a student at Cambridge University .",she,123,Eva,123,"['Jeremy', 'Eva', 'Henry']"
2101,2101,"As the warm and friendly atmosphere of the house fascinates Eva, she spends most of her time with the four children of the Dancey's household .",she,64,Eva,64,"['Eva', 'Dancey']"
2102,2102,"When Eva comes back from the USA, she falls in love with Henry, who is then a student in Cambridge University .",she,33,Eva,33,"['Eva', 'Henry']"
2103,2103,Iseult ends up doing more harm to Eva than she initially intends to .,she,42,Eva,42,"['Iseult', 'Eva']"
2104,2104,"Constantine, the prototype of the evil stepfather, ignores Eva completely until she is to inherit Willy's wealth .",she,79,Eva,79,"['Constantine', 'Eva', 'Willy']"
2105,2105,"Another parent-like figure is Iseult, who teaches Eva English language and poetry when she was in the English boarding school for girls and takes over the charge of improving Eva's speech and linguistic abilities, yet gives up after a while .",she,86,Iseult,86,"['Iseult', 'Eva']"
2106,2106,"Poole saw the Newberry as a blank canvas on which he could project his ideas, which included and perhaps found their most impassioned articulation in the design and construction of libraries .",he,49,Newberry,49,"['Poole', 'Newberry']"
2107,2107,Poole's influence with the library's trustees coerced Cobb to temper the grand staircase he had envisioned and to accommodate open shelving .,he,88,Poole,88,"['Poole', 'Cobb']"
2108,2108,Bross first achieved prosperity in 1852 when he teamed with Chicago postmaster John .,he,44,Bross,44,"['Bross', 'John']"
2109,2109,"Harris has lived in the Detroit, Michigan area all her life; as of 2016, she was living in Royal Oak with her husband Steve .",she,72,Harris,72,"['Harris', 'Steve']"
2110,2110,Pen admits she led Triss to the Grimmer to be abducted .,she,10,Pen,10,"['Pen', 'Triss']"
2111,2111,"When Bowman recalls the events of 2001, he remembers the incident of chasing after Frank's corpse in a pod without his helmet, and then entering the Discovery through the emergency airlock .",he,39,Bowman,39,"['Bowman', 'Frank']"
2112,2112,Carlos knew Alejandro as a child when he had been a member of the Circle .,he,37,Alejandro,37,"['Carlos', 'Alejandro']"
2113,2113,"Capp moved to Boston and married Catherine, whom he had met earlier in art class .",he,48,Catherine,48,"['Capp', 'Catherine']"
2114,2114,"Capp said he finally found the right ""look"" for Li'l with Henry's character Dave, in The Trail of the Lonesome Pine .",he,9,Capp,9,"['Capp', ""Li'l"", 'Henry', 'Dave']"
2115,2115,"In later years, Capp always claimed to have effectively created the miniskirt, when he first put one on Daisy in 1934 .",he,83,Capp,83,"['Capp', 'Daisy']"
2116,2116,"""""Fisher repeatedly brought Leviticus and his clan back, claiming their primacy as comics' first hillbilly family but he was missing the point .",he,117,Fisher,117,"['Fisher', 'Leviticus']"
2117,2117,"In 1973, when learning that the son of his political rival, Ted, had his right leg amputated, Capp wrote the boy a letter of encouragement, giving candid advice as to how to deal with the loss of a limb, which he had experienced as a boy .",he,209,Ted,209,"['Ted', 'Capp']"
2118,2118,"Although Capp's endorsement activities never rivaled Li'l's or Fearless Fosdick's, he was a celebrity spokesman in print ads for Sheaffer fountain pens , and with an irony that became apparent later a brand of cigarettes .",he,82,Fearless Fosdick,82,"['Capp', ""Li'l's"", 'Fearless Fosdick', 'Sheaffer']"
2119,2119,"On April 22, 1971, syndicated columnist Jack reported allegations that in February 1968 Capp had made indecent advances to four female students when he was invited to speak at the University of Alabama .",he,148,Jack,148,"['Jack', 'Capp']"
2120,2120,"Blaine did not publicly endorse any of the candidates, but on March 1, 1888, he privately wrote that ""the one man remaining who in my judgment can make the best one is Benjamin .",he,76,Blaine,76,"['Blaine', 'Benjamin']"
2121,2121,"Harrison made no comment on the matter for two weeks, then said he had always intended to purchase the cottage once Caroline approved .",he,63,Harrison,63,"['Harrison', 'Caroline']"
2122,2122,"Harrison, though appreciative, was uncomfortable with the appearance of impropriety; a month later, he paid Wanamaker $10,000 as reimbursement to the donors .",he,99,Harrison,99,"['Harrison', 'Wanamaker']"
2123,2123,"Harrison's presidency belongs properly to the 19th century, but he ""clearly pointed the way"" to the modern presidency that would emerge under William .",he,63,Harrison,63,"['Harrison', 'William']"
2124,2124,"Sumner wrote in his 1964 Pulitzer Prize-winning Puritan Village: The Formation of a New England Town, ""Not only did Rice become the largest individual landholder in Sudbury, but he represented his new town in the Massachusetts legislature for five years and devoted at least eleven of his last fifteen years to serving as selectman and judge of small causes . """,he,177,Rice,177,"['Sumner', 'Rice']"
2125,2125,In October 1643 Rice sold Philemon Whale 9 acres of land and a house near the Old Connecticut Path in southern Sudbury and also that same month he sold 6 acres of adjacent land to Thomas .,he,143,Rice,143,"['Rice', 'Thomas']"
2126,2126,"But only three years later on 6 May 1646, Rice, along with his son Edward and Philemon, administered the estate of the deceased Thomas and he purchased back the land from the estate shortly thereafter .",he,138,Rice,138,"['Rice', 'Edward', 'Philemon', 'Thomas']"
2127,2127,"His mother was Anna, through whom he was a great-grandson of George .",he,33,Anna,33,"['Anna', 'George']"
2128,2128,"Cooper and Bailey suggest that Wilson's stroke on September 25, 1919, had so altered his personality that he was unable to effectively negotiate with Lodge .",he,105,Wilson,105,"['Cooper', 'Bailey', 'Wilson', 'Lodge']"
2129,2129,"Lodge never made the contributions he should have made, largely because of Lodge the person .",he,34,Lodge,34,"['Lodge', 'Lodge']"
2130,2130,"Stan writes: ""when Burroughs chooses to name Helen as an objective correlative for Teeka, he expects both literal and emotional connections to occur . """,he,89,Teeka,89,"['Stan', 'Burroughs', 'Helen', 'Teeka']"
2131,2131,"Tarzan discovers the concept of ""God"" in the books preserved in the cabin of his dead parents, to which he pays regular visits .",he,103,Tarzan,103,"['Tarzan', 'God']"
2132,2132,"Escaping, Tarzan leaves the witch doctor in the same trap, in which Bukawai suffers the very fate he had intended for his enemy .",he,97,Bukawai,97,"['Tarzan', 'Bukawai']"
2133,2133,"By one of those coincidences which are common in Burroughs's books, he discovers his own granddaughter, Llana of Gathol, who is being held captive .",he,67,Burroughs,67,"['Burroughs', 'Llana']"
2134,2134,"In the episode ""Tarzan and the Hidden World"", Tarzan leads Professor Porter into Pellucidar so he can become famous before his rival, Professor Philander, who has also arrived in Africa .",he,94,Pellucidar,94,"['Tarzan', 'Porter', 'Pellucidar', 'Philander']"
2135,2135,"Marsh recognized that this characteristic warranted a new genus, and he coined the name Pteranodon in 1876 .",he,68,Marsh,68,"['Marsh', 'Pteranodon']"
2136,2136,"Therefore, Eaton was left to decide his classification scheme based on differences in the skulls alone, which he assigned to species just as Marsh did, by their size .",he,109,Eaton,109,"['Eaton', 'Marsh']"
2137,2137,"""Broadcaster Robert published an account of a conversation with White, in which he claimed to be attracted to small girls .",he,79,Robert,79,"['Robert', 'White']"
2138,2138,"Escaping again, Tanar kills Bohar and frees Stellara, to whom he avows his love .",he,61,Tanar,61,"['Tanar', 'Bohar', 'Stellara']"
2139,2139,"As part of the Shakespeare in the Park series at the Delacorte Theater in New York City's Central Park, Braugher played the title role in the 1996 production of Henry, for which he received an Obie Award .",he,177,Henry,177,"['Braugher', 'Henry']"
2140,2140,Lincoln has received various awards and nominations for his portrayal of Rick; he won the Saturn Award for Best Actor on Television in 2015 and again in 2017 .,he,78,Lincoln,78,"['Lincoln', 'Rick']"
2141,2141,"In 2014, Judd appeared as Natalie in Divergent, which she reprised in the 2015 sequel Insurgent .",she,53,Natalie,53,"['Judd', 'Natalie']"
2142,2142,"Judd endorsed Alison, Secretary of State of Kentucky after she announced her candidacy .",she,58,Alison,58,"['Judd', 'Alison']"
2143,2143,"Porter reprised the role of Lola in Kinky in September 2017 on Broadway, where he did a 15-week run .",he,78,Porter,78,"['Porter', 'Lola']"
2144,2144,"Porter is openly gay; he married his now-husband, Adam on January 14, 2017 .",he,21,Porter,21,"['Porter', 'Adam']"
2145,2145,"- Thomas - ""A Dime's Worth of Glory"" - Sheriff Reed - ""The Devil's Four"" - Simon was married three times, in Florida to Mary with whom he divorced prior to moving to Hollywood, and to actresses Adrienne and Francesca .",he,134,Mary,134,"['Thomas', 'Sheriff Reed', 'Simon', 'Mary', 'Adrienne', 'Francesca']"
